"anio","mes","clae2_desc","clae2","porc_medio","mes_cuali"
2015,12,"Fabricación de sustancias químicas",20,21.47,"Diciembre"
2015,12,"Imprentas y editoriales",18,21.55,"Diciembre"
2015,12,"Industrias básicas de hierro y acero",24,7.38,"Diciembre"
2015,12,"Industrias manufactureras diversas",32,21.65,"Diciembre"
2015,12,"Ingeniería civil",42,7.2,"Diciembre"
2015,12,"Investigación y desarrollo científico",72,58.59,"Diciembre"
2015,12,"Juegos de azar, apuestas",92,47.72,"Diciembre"
2015,12,"Otras actividades profesionales, científicas y técnicas",74,43.8,"Diciembre"
2015,12,"Otras industrias extractivas",8,8.26,"Diciembre"
2015,12,"Otros servicios personales",96,47.49,"Diciembre"
2015,12,"Pesca y acuicultura",3,10.98,"Diciembre"
2015,12,"Programación y radiodifusión",60,26.65,"Diciembre"
2015,12,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.58,"Diciembre"
2015,12,"Reparación de computadoras y equipos de uso doméstico",95,20.19,"Diciembre"
2015,12,"Reparacion de maquinaria y equipo",33,9.57,"Diciembre"
2015,12,"Servicio de correo y mensajería",53,12.57,"Diciembre"
2015,12,"Servicios a edificios y actividades de jardinería",81,52.64,"Diciembre"
2015,12,"Servicios artísticos y de espectáculos",90,31.14,"Diciembre"
2015,12,"Servicios audiovisuales",59,42.31,"Diciembre"
2015,12,"Servicios auxiliares de la actividad financiera y de seguros",66,53.54,"Diciembre"
2015,12,"Servicios de alojamiento",55,54.68,"Diciembre"
2015,12,"Servicios de arquitectura e ingeniería",71,17.01,"Diciembre"
2015,12,"Servicios de asociaciones",94,49.75,"Diciembre"
2015,12,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.36,"Diciembre"
2015,12,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.42,"Diciembre"
2015,12,"Servicios de expendio de alimentos y bebidas",56,42.3,"Diciembre"
2015,12,"Servicios de obtención y dotación de personal",78,27.34,"Diciembre"
2015,12,"Servicios de programación, consultoría informática y actividades conexas",62,29.9,"Diciembre"
2015,12,"Servicios de publicidad e investigación de mercado",73,46.44,"Diciembre"
2015,12,"Servicios de salud humana",86,71.14,"Diciembre"
2015,12,"Servicios de seguros, reaseguros y pensiones",65,52.67,"Diciembre"
2015,12,"Servicios financieros (excepto seguros y pensiones)",64,48.44,"Diciembre"
2015,12,"Servicios inmobiliarios",68,37.09,"Diciembre"
2015,12,"Servicios jurídicos y de contabilidad",69,67.64,"Diciembre"
2015,12,"Servicios sin alojamiento",88,76.37,"Diciembre"
2015,12,"Servicios sociales con alojamiento",87,87.13,"Diciembre"
2015,12,"Servicios veterinarios",75,54.28,"Diciembre"
2015,12,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.33,"Diciembre"
2015,12,"Silvicultura y explotación forestal",2,5.03,"Diciembre"
2015,12,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.15,"Diciembre"
2015,12,"Telecomunicaciones",61,35.12,"Diciembre"
2015,12,"Transporte aéreo",51,39.68,"Diciembre"
2015,12,"Transporte marítimo y pluvial",50,15.5,"Diciembre"
2015,12,"Transporte terrestre y por tuberías",49,5.58,"Diciembre"
2015,12,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,18.3,"Diciembre"
2016,1,"Actividades administrativas de oficinas y empresas",82,48.37,"Enero"
2016,1,"Actividades de apoyo a la minería",9,6.44,"Enero"
2016,1,"Actividades de construcción especializada",43,6.63,"Enero"
2016,1,"Actividades de investigación y seguridad",80,10.46,"Enero"
2016,1,"Actividades de organismos extraterritoriales",99,54.93,"Enero"
2016,1,"Actividades de procesamiento de información",63,37.77,"Enero"
2016,1,"Actividades deportivas, recreativas y de entretenimiento",93,33.42,"Enero"
2016,1,"Administración pública, defensa y seguridad social",84,53.46,"Enero"
2016,1,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.76,"Enero"
2016,1,"Agricultura, ganadería, caza y servicios relacionados",1,13.54,"Enero"
2016,1,"Almacenamiento y logística",52,16.52,"Enero"
2016,1,"Alquiler y leasing",77,18.56,"Enero"
2016,1,"Captación, depuración y distribución de agua",36,18.74,"Enero"
2016,1,"Comercio al por mayor excepto autos y motos",46,24.93,"Enero"
2016,1,"Comercio al por menor excepto autos y motos",47,44.68,"Enero"
2016,1,"Construcción de edificios y partes",41,4.88,"Enero"
2016,1,"Descontaminación y otros servicios",39,9.71,"Enero"
2016,1,"Edición",58,37.79,"Enero"
2016,1,"Elaboración de bebidas",11,16.56,"Enero"
2016,1,"Elaboración de prendas de vestir",14,55.75,"Enero"
2016,1,"Elaboración de productos alimenticios",10,20.62,"Enero"
2016,1,"Elaboración de productos de cuero",15,24.43,"Enero"
2016,1,"Elaboración de productos de madera",16,8.3,"Enero"
2016,1,"Elaboración de productos de papel",17,13.07,"Enero"
2016,1,"Elaboración de productos de tabaco",12,16.33,"Enero"
2016,1,"Elaboracion de productos farmaceuticos",21,35.17,"Enero"
2016,1,"Elaboración de productos textiles",13,23.88,"Enero"
2016,1,"Enseñanza",85,73.58,"Enero"
2016,1,"Extracción de carbon y lignito",5,1.01,"Enero"
2016,1,"Extracción de minerales metálicos",7,6.81,"Enero"
2016,1,"Extracción de petroleo crudo y gas natural",6,18.05,"Enero"
2016,1,"Fabricación de aparatos de uso doméstico",27,13.3,"Enero"
2016,1,"Fabricación de equipo de transporte",30,9.48,"Enero"
2016,1,"Fabricación de equipos automotores",29,10.1,"Enero"
2016,1,"Fabricación de equipos electrónicos",26,30.69,"Enero"
2016,1,"Fabricación de maquinaria",28,9.91,"Enero"
2016,1,"Fabricación de muebles y colchones",31,14.05,"Enero"
2016,1,"Fabricación de productos de caucho y plástico",22,12.19,"Enero"
2016,1,"Fabricación de productos de hornos de coque",19,21.66,"Enero"
2016,1,"Fabricación de productos de vidrio y minerales no metálicos",23,7.51,"Enero"
2016,1,"Fabricación de productos metálicos",25,9.45,"Enero"
2016,1,"Fabricación de sustancias químicas",20,21.75,"Enero"
2016,1,"Imprentas y editoriales",18,21.62,"Enero"
2016,1,"Industrias básicas de hierro y acero",24,7.45,"Enero"
2016,1,"Industrias manufactureras diversas",32,20.55,"Enero"
2016,1,"Ingeniería civil",42,7.47,"Enero"
2016,1,"Investigación y desarrollo científico",72,58.77,"Enero"
2016,1,"Juegos de azar, apuestas",92,47.71,"Enero"
2016,1,"Otras actividades profesionales, científicas y técnicas",74,45.18,"Enero"
2016,1,"Otras industrias extractivas",8,8.29,"Enero"
2016,1,"Otros servicios personales",96,47.52,"Enero"
2016,1,"Pesca y acuicultura",3,11.06,"Enero"
2016,1,"Programación y radiodifusión",60,26.64,"Enero"
2016,1,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.51,"Enero"
2016,1,"Reparación de computadoras y equipos de uso doméstico",95,20.54,"Enero"
2016,1,"Reparacion de maquinaria y equipo",33,9.6,"Enero"
2016,1,"Servicio de correo y mensajería",53,12.62,"Enero"
2016,1,"Servicios a edificios y actividades de jardinería",81,52.59,"Enero"
2016,1,"Servicios artísticos y de espectáculos",90,32.68,"Enero"
2016,1,"Servicios audiovisuales",59,42.99,"Enero"
2016,1,"Servicios auxiliares de la actividad financiera y de seguros",66,53.7,"Enero"
2016,1,"Servicios de alojamiento",55,56.29,"Enero"
2016,1,"Servicios de arquitectura e ingeniería",71,17.54,"Enero"
2016,1,"Servicios de asociaciones",94,49.35,"Enero"
2016,1,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.18,"Enero"
2016,1,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.69,"Enero"
2016,1,"Servicios de expendio de alimentos y bebidas",56,42.33,"Enero"
2016,1,"Servicios de obtención y dotación de personal",78,26.64,"Enero"
2016,1,"Servicios de programación, consultoría informática y actividades conexas",62,29.91,"Enero"
2016,1,"Servicios de publicidad e investigación de mercado",73,45.7,"Enero"
2016,1,"Servicios de salud humana",86,71.1,"Enero"
2016,1,"Servicios de seguros, reaseguros y pensiones",65,52.67,"Enero"
2016,1,"Servicios financieros (excepto seguros y pensiones)",64,48.45,"Enero"
2016,1,"Servicios inmobiliarios",68,37.7,"Enero"
2016,1,"Servicios jurídicos y de contabilidad",69,67.65,"Enero"
2016,1,"Servicios sin alojamiento",88,76.25,"Enero"
2016,1,"Servicios sociales con alojamiento",87,87.23,"Enero"
2016,1,"Servicios veterinarios",75,53.91,"Enero"
2016,1,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.46,"Enero"
2016,1,"Silvicultura y explotación forestal",2,5.1,"Enero"
2016,1,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.15,"Enero"
2016,1,"Telecomunicaciones",61,35.13,"Enero"
2016,1,"Transporte aéreo",51,39.74,"Enero"
2016,1,"Transporte marítimo y pluvial",50,15.72,"Enero"
2016,1,"Transporte terrestre y por tuberías",49,5.61,"Enero"
2016,1,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,18.32,"Enero"
2016,2,"Actividades administrativas de oficinas y empresas",82,48.51,"Febrero"
2016,2,"Actividades de apoyo a la minería",9,6.45,"Febrero"
2016,2,"Actividades de construcción especializada",43,6.61,"Febrero"
2016,2,"Actividades de investigación y seguridad",80,10.48,"Febrero"
2016,2,"Actividades de organismos extraterritoriales",99,55.03,"Febrero"
2016,2,"Actividades de procesamiento de información",63,37.69,"Febrero"
2016,2,"Actividades deportivas, recreativas y de entretenimiento",93,32.66,"Febrero"
2016,2,"Administración pública, defensa y seguridad social",84,53.57,"Febrero"
2016,2,"Agencias de viajes, servicios de reservas y actividades conexas",79,55.03,"Febrero"
2016,2,"Agricultura, ganadería, caza y servicios relacionados",1,13.54,"Febrero"
2016,2,"Almacenamiento y logística",52,16.63,"Febrero"
2016,2,"Alquiler y leasing",77,18.53,"Febrero"
2016,2,"Captación, depuración y distribución de agua",36,18.76,"Febrero"
2016,2,"Comercio al por mayor excepto autos y motos",46,24.98,"Febrero"
2016,2,"Comercio al por menor excepto autos y motos",47,44.53,"Febrero"
2016,2,"Construcción de edificios y partes",41,4.86,"Febrero"
2016,2,"Descontaminación y otros servicios",39,9.95,"Febrero"
2016,2,"Edición",58,38.47,"Febrero"
2016,2,"Elaboración de bebidas",11,16.5,"Febrero"
2016,2,"Elaboración de prendas de vestir",14,55.7,"Febrero"
2016,2,"Elaboración de productos alimenticios",10,20.51,"Febrero"
2016,2,"Elaboración de productos de cuero",15,24.35,"Febrero"
2016,2,"Elaboración de productos de madera",16,8.24,"Febrero"
2016,2,"Elaboración de productos de papel",17,13.04,"Febrero"
2016,2,"Elaboración de productos de tabaco",12,17.95,"Febrero"
2016,2,"Elaboracion de productos farmaceuticos",21,35.1,"Febrero"
2016,2,"Elaboración de productos textiles",13,23.82,"Febrero"
2016,2,"Enseñanza",85,73.88,"Febrero"
2016,2,"Extracción de carbon y lignito",5,1.02,"Febrero"
2016,2,"Extracción de minerales metálicos",7,6.8,"Febrero"
2016,2,"Extracción de petroleo crudo y gas natural",6,18.03,"Febrero"
2016,2,"Fabricación de aparatos de uso doméstico",27,13.35,"Febrero"
2016,2,"Fabricación de equipo de transporte",30,9.66,"Febrero"
2016,2,"Fabricación de equipos automotores",29,10.11,"Febrero"
2016,2,"Fabricación de equipos electrónicos",26,30.85,"Febrero"
2016,2,"Fabricación de maquinaria",28,9.91,"Febrero"
2016,2,"Fabricación de muebles y colchones",31,14.13,"Febrero"
2016,2,"Fabricación de productos de caucho y plástico",22,12.26,"Febrero"
2016,2,"Fabricación de productos de hornos de coque",19,21.74,"Febrero"
2016,2,"Fabricación de productos de vidrio y minerales no metálicos",23,7.5,"Febrero"
2016,2,"Fabricación de productos metálicos",25,9.46,"Febrero"
2016,2,"Fabricación de sustancias químicas",20,21.76,"Febrero"
2016,2,"Imprentas y editoriales",18,21.38,"Febrero"
2016,2,"Industrias básicas de hierro y acero",24,7.31,"Febrero"
2016,2,"Industrias manufactureras diversas",32,20.25,"Febrero"
2016,2,"Ingeniería civil",42,7.53,"Febrero"
2016,2,"Investigación y desarrollo científico",72,58.98,"Febrero"
2016,2,"Juegos de azar, apuestas",92,47.7,"Febrero"
2016,2,"Otras actividades profesionales, científicas y técnicas",74,45.69,"Febrero"
2016,2,"Otras industrias extractivas",8,8.45,"Febrero"
2016,2,"Otros servicios personales",96,47.27,"Febrero"
2016,2,"Pesca y acuicultura",3,10.67,"Febrero"
2016,2,"Programación y radiodifusión",60,26.63,"Febrero"
2016,2,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.58,"Febrero"
2016,2,"Reparación de computadoras y equipos de uso doméstico",95,20.52,"Febrero"
2016,2,"Reparacion de maquinaria y equipo",33,9.67,"Febrero"
2016,2,"Servicio de correo y mensajería",53,12.53,"Febrero"
2016,2,"Servicios a edificios y actividades de jardinería",81,52.61,"Febrero"
2016,2,"Servicios artísticos y de espectáculos",90,32.03,"Febrero"
2016,2,"Servicios audiovisuales",59,42.25,"Febrero"
2016,2,"Servicios auxiliares de la actividad financiera y de seguros",66,53.82,"Febrero"
2016,2,"Servicios de alojamiento",55,56.18,"Febrero"
2016,2,"Servicios de arquitectura e ingeniería",71,17.46,"Febrero"
2016,2,"Servicios de asociaciones",94,49.38,"Febrero"
2016,2,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56,"Febrero"
2016,2,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.68,"Febrero"
2016,2,"Servicios de expendio de alimentos y bebidas",56,42.33,"Febrero"
2016,2,"Servicios de obtención y dotación de personal",78,26.22,"Febrero"
2016,2,"Servicios de programación, consultoría informática y actividades conexas",62,29.87,"Febrero"
2016,2,"Servicios de publicidad e investigación de mercado",73,45.77,"Febrero"
2016,2,"Servicios de salud humana",86,71.1,"Febrero"
2016,2,"Servicios de seguros, reaseguros y pensiones",65,53.08,"Febrero"
2016,2,"Servicios financieros (excepto seguros y pensiones)",64,48.51,"Febrero"
2016,2,"Servicios inmobiliarios",68,38.21,"Febrero"
2016,2,"Servicios jurídicos y de contabilidad",69,67.69,"Febrero"
2016,2,"Servicios sin alojamiento",88,76.37,"Febrero"
2016,2,"Servicios sociales con alojamiento",87,87.29,"Febrero"
2016,2,"Servicios veterinarios",75,53.94,"Febrero"
2016,2,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.61,"Febrero"
2016,2,"Silvicultura y explotación forestal",2,5.09,"Febrero"
2016,2,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.1,"Febrero"
2016,2,"Telecomunicaciones",61,35.19,"Febrero"
2016,2,"Transporte aéreo",51,39.68,"Febrero"
2016,2,"Transporte marítimo y pluvial",50,15.81,"Febrero"
2016,2,"Transporte terrestre y por tuberías",49,5.64,"Febrero"
2016,2,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,18.39,"Febrero"
2016,3,"Actividades administrativas de oficinas y empresas",82,48.49,"Marzo"
2016,3,"Actividades de apoyo a la minería",9,6.45,"Marzo"
2016,3,"Actividades de construcción especializada",43,6.65,"Marzo"
2016,3,"Actividades de investigación y seguridad",80,10.41,"Marzo"
2016,3,"Actividades de organismos extraterritoriales",99,54.96,"Marzo"
2016,3,"Actividades de procesamiento de información",63,37.88,"Marzo"
2016,3,"Actividades deportivas, recreativas y de entretenimiento",93,31.78,"Marzo"
2016,3,"Administración pública, defensa y seguridad social",84,53.89,"Marzo"
2016,3,"Agencias de viajes, servicios de reservas y actividades conexas",79,55.27,"Marzo"
2016,3,"Agricultura, ganadería, caza y servicios relacionados",1,13.19,"Marzo"
2016,3,"Almacenamiento y logística",52,16.32,"Marzo"
2016,3,"Alquiler y leasing",77,18.36,"Marzo"
2016,3,"Captación, depuración y distribución de agua",36,18.67,"Marzo"
2016,3,"Comercio al por mayor excepto autos y motos",46,24.93,"Marzo"
2016,3,"Comercio al por menor excepto autos y motos",47,44.35,"Marzo"
2016,3,"Construcción de edificios y partes",41,4.8,"Marzo"
2016,3,"Descontaminación y otros servicios",39,9.95,"Marzo"
2016,3,"Edición",58,38.58,"Marzo"
2016,3,"Elaboración de bebidas",11,16.36,"Marzo"
2016,3,"Elaboración de prendas de vestir",14,55.53,"Marzo"
2016,3,"Elaboración de productos alimenticios",10,20.44,"Marzo"
2016,3,"Elaboración de productos de cuero",15,24.31,"Marzo"
2016,3,"Elaboración de productos de madera",16,8.16,"Marzo"
2016,3,"Elaboración de productos de papel",17,13.07,"Marzo"
2016,3,"Elaboración de productos de tabaco",12,17.5,"Marzo"
2016,3,"Elaboracion de productos farmaceuticos",21,35.22,"Marzo"
2016,3,"Elaboración de productos textiles",13,23.67,"Marzo"
2016,3,"Enseñanza",85,73.69,"Marzo"
2016,3,"Extracción de carbon y lignito",5,1.04,"Marzo"
2016,3,"Extracción de minerales metálicos",7,6.68,"Marzo"
2016,3,"Extracción de petroleo crudo y gas natural",6,17.98,"Marzo"
2016,3,"Fabricación de aparatos de uso doméstico",27,13.41,"Marzo"
2016,3,"Fabricación de equipo de transporte",30,9.75,"Marzo"
2016,3,"Fabricación de equipos automotores",29,10.2,"Marzo"
2016,3,"Fabricación de equipos electrónicos",26,30.49,"Marzo"
2016,3,"Fabricación de maquinaria",28,9.95,"Marzo"
2016,3,"Fabricación de muebles y colchones",31,14.06,"Marzo"
2016,3,"Fabricación de productos de caucho y plástico",22,12.22,"Marzo"
2016,3,"Fabricación de productos de hornos de coque",19,21.63,"Marzo"
2016,3,"Fabricación de productos de vidrio y minerales no metálicos",23,7.55,"Marzo"
2016,3,"Fabricación de productos metálicos",25,9.51,"Marzo"
2016,3,"Fabricación de sustancias químicas",20,21.9,"Marzo"
2016,3,"Imprentas y editoriales",18,21.19,"Marzo"
2016,3,"Industrias básicas de hierro y acero",24,7.31,"Marzo"
