"anio","mes","clae2_desc","clae2","porc_medio","mes_cuali"
2015,7,"Servicios de publicidad e investigación de mercado",73,45.96,"Julio"
2015,7,"Servicios de salud humana",86,71.14,"Julio"
2015,7,"Servicios de seguros, reaseguros y pensiones",65,52.23,"Julio"
2015,7,"Servicios financieros (excepto seguros y pensiones)",64,48.49,"Julio"
2015,7,"Servicios inmobiliarios",68,36.4,"Julio"
2015,7,"Servicios jurídicos y de contabilidad",69,67.6,"Julio"
2015,7,"Servicios sin alojamiento",88,76.25,"Julio"
2015,7,"Servicios sociales con alojamiento",87,87.14,"Julio"
2015,7,"Servicios veterinarios",75,54.32,"Julio"
2015,7,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.05,"Julio"
2015,7,"Silvicultura y explotación forestal",2,5.03,"Julio"
2015,7,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.05,"Julio"
2015,7,"Telecomunicaciones",61,35.66,"Julio"
2015,7,"Transporte aéreo",51,39.43,"Julio"
2015,7,"Transporte marítimo y pluvial",50,15.24,"Julio"
2015,7,"Transporte terrestre y por tuberías",49,5.49,"Julio"
2015,7,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,17.92,"Julio"
2015,8,"Actividades administrativas de oficinas y empresas",82,48.43,"Agosto"
2015,8,"Actividades de apoyo a la minería",9,6.35,"Agosto"
2015,8,"Actividades de construcción especializada",43,6.22,"Agosto"
2015,8,"Actividades de investigación y seguridad",80,10.45,"Agosto"
2015,8,"Actividades de organismos extraterritoriales",99,55.18,"Agosto"
2015,8,"Actividades de procesamiento de información",63,37.8,"Agosto"
2015,8,"Actividades deportivas, recreativas y de entretenimiento",93,31.95,"Agosto"
2015,8,"Administración pública, defensa y seguridad social",84,51.3,"Agosto"
2015,8,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.05,"Agosto"
2015,8,"Agricultura, ganadería, caza y servicios relacionados",1,11.76,"Agosto"
2015,8,"Almacenamiento y logística",52,16.21,"Agosto"
2015,8,"Alquiler y leasing",77,17.69,"Agosto"
2015,8,"Captación, depuración y distribución de agua",36,18.71,"Agosto"
2015,8,"Comercio al por mayor excepto autos y motos",46,24.8,"Agosto"
2015,8,"Comercio al por menor excepto autos y motos",47,44.38,"Agosto"
2015,8,"Construcción de edificios y partes",41,4.24,"Agosto"
2015,8,"Descontaminación y otros servicios",39,11.14,"Agosto"
2015,8,"Edición",58,38.29,"Agosto"
2015,8,"Elaboración de bebidas",11,16.44,"Agosto"
2015,8,"Elaboración de prendas de vestir",14,55.49,"Agosto"
2015,8,"Elaboración de productos alimenticios",10,20.13,"Agosto"
2015,8,"Elaboración de productos de cuero",15,24.46,"Agosto"
2015,8,"Elaboración de productos de madera",16,8.3,"Agosto"
2015,8,"Elaboración de productos de papel",17,13.21,"Agosto"
2015,8,"Elaboración de productos de tabaco",12,17.37,"Agosto"
2015,8,"Elaboracion de productos farmaceuticos",21,35.29,"Agosto"
2015,8,"Elaboración de productos textiles",13,23.57,"Agosto"
2015,8,"Enseñanza",85,73.72,"Agosto"
2015,8,"Extracción de carbon y lignito",5,1.02,"Agosto"
2015,8,"Extracción de minerales metálicos",7,6.89,"Agosto"
2015,8,"Extracción de petroleo crudo y gas natural",6,18.18,"Agosto"
2015,8,"Fabricación de aparatos de uso doméstico",27,13.33,"Agosto"
2015,8,"Fabricación de equipo de transporte",30,9.42,"Agosto"
2015,8,"Fabricación de equipos automotores",29,9.85,"Agosto"
2015,8,"Fabricación de equipos electrónicos",26,29.78,"Agosto"
2015,8,"Fabricación de maquinaria",28,9.72,"Agosto"
2015,8,"Fabricación de muebles y colchones",31,13.79,"Agosto"
2015,8,"Fabricación de productos de caucho y plástico",22,12.1,"Agosto"
2015,8,"Fabricación de productos de hornos de coque",19,21.64,"Agosto"
2015,8,"Fabricación de productos de vidrio y minerales no metálicos",23,7.3,"Agosto"
2015,8,"Fabricación de productos metálicos",25,9.44,"Agosto"
2015,8,"Fabricación de sustancias químicas",20,21.13,"Agosto"
2015,8,"Imprentas y editoriales",18,21.6,"Agosto"
2015,8,"Industrias básicas de hierro y acero",24,7.37,"Agosto"
2015,8,"Industrias manufactureras diversas",32,20.48,"Agosto"
2015,8,"Ingeniería civil",42,6.62,"Agosto"
2015,8,"Investigación y desarrollo científico",72,59.3,"Agosto"
2015,8,"Juegos de azar, apuestas",92,47.86,"Agosto"
2015,8,"Otras actividades profesionales, científicas y técnicas",74,44.54,"Agosto"
2015,8,"Otras industrias extractivas",8,8.26,"Agosto"
2015,8,"Otros servicios personales",96,47.41,"Agosto"
2015,8,"Pesca y acuicultura",3,10.11,"Agosto"
2015,8,"Programación y radiodifusión",60,26.84,"Agosto"
2015,8,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.71,"Agosto"
2015,8,"Reparación de computadoras y equipos de uso doméstico",95,20.52,"Agosto"
2015,8,"Reparacion de maquinaria y equipo",33,9.29,"Agosto"
2015,8,"Servicio de correo y mensajería",53,12.45,"Agosto"
2015,8,"Servicios a edificios y actividades de jardinería",81,52.24,"Agosto"
2015,8,"Servicios artísticos y de espectáculos",90,33.4,"Agosto"
2015,8,"Servicios audiovisuales",59,43.69,"Agosto"
2015,8,"Servicios auxiliares de la actividad financiera y de seguros",66,53.35,"Agosto"
2015,8,"Servicios de alojamiento",55,54.46,"Agosto"
2015,8,"Servicios de arquitectura e ingeniería",71,16.38,"Agosto"
2015,8,"Servicios de asociaciones",94,49.82,"Agosto"
2015,8,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.43,"Agosto"
2015,8,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.23,"Agosto"
2015,8,"Servicios de expendio de alimentos y bebidas",56,41.88,"Agosto"
2015,8,"Servicios de obtención y dotación de personal",78,26.44,"Agosto"
2015,8,"Servicios de programación, consultoría informática y actividades conexas",62,29.86,"Agosto"
2015,8,"Servicios de publicidad e investigación de mercado",73,46.77,"Agosto"
2015,8,"Servicios de salud humana",86,71.15,"Agosto"
2015,8,"Servicios de seguros, reaseguros y pensiones",65,52.32,"Agosto"
2015,8,"Servicios financieros (excepto seguros y pensiones)",64,48.47,"Agosto"
2015,8,"Servicios inmobiliarios",68,36.4,"Agosto"
2015,8,"Servicios jurídicos y de contabilidad",69,67.61,"Agosto"
2015,8,"Servicios sin alojamiento",88,76.42,"Agosto"
2015,8,"Servicios sociales con alojamiento",87,87.12,"Agosto"
2015,8,"Servicios veterinarios",75,53.95,"Agosto"
2015,8,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.15,"Agosto"
2015,8,"Silvicultura y explotación forestal",2,4.96,"Agosto"
2015,8,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.04,"Agosto"
2015,8,"Telecomunicaciones",61,35.58,"Agosto"
2015,8,"Transporte aéreo",51,39.71,"Agosto"
2015,8,"Transporte marítimo y pluvial",50,14.85,"Agosto"
2015,8,"Transporte terrestre y por tuberías",49,5.49,"Agosto"
2015,8,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,17.96,"Agosto"
2015,9,"Actividades administrativas de oficinas y empresas",82,48.68,"Septiembre"
2015,9,"Actividades de apoyo a la minería",9,6.37,"Septiembre"
2015,9,"Actividades de construcción especializada",43,6.28,"Septiembre"
2015,9,"Actividades de investigación y seguridad",80,10.53,"Septiembre"
2015,9,"Actividades de organismos extraterritoriales",99,54.95,"Septiembre"
2015,9,"Actividades de procesamiento de información",63,37.65,"Septiembre"
2015,9,"Actividades deportivas, recreativas y de entretenimiento",93,31.78,"Septiembre"
2015,9,"Administración pública, defensa y seguridad social",84,51.05,"Septiembre"
2015,9,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.15,"Septiembre"
2015,9,"Agricultura, ganadería, caza y servicios relacionados",1,12.2,"Septiembre"
2015,9,"Almacenamiento y logística",52,16.1,"Septiembre"
2015,9,"Alquiler y leasing",77,17.41,"Septiembre"
2015,9,"Captación, depuración y distribución de agua",36,18.67,"Septiembre"
2015,9,"Comercio al por mayor excepto autos y motos",46,24.74,"Septiembre"
2015,9,"Comercio al por menor excepto autos y motos",47,44.29,"Septiembre"
2015,9,"Construcción de edificios y partes",41,4.22,"Septiembre"
2015,9,"Descontaminación y otros servicios",39,11.73,"Septiembre"
2015,9,"Edición",58,38.41,"Septiembre"
2015,9,"Elaboración de bebidas",11,16.45,"Septiembre"
2015,9,"Elaboración de prendas de vestir",14,55.36,"Septiembre"
2015,9,"Elaboración de productos alimenticios",10,20.17,"Septiembre"
2015,9,"Elaboración de productos de cuero",15,24.35,"Septiembre"
2015,9,"Elaboración de productos de madera",16,8.25,"Septiembre"
2015,9,"Elaboración de productos de papel",17,13.21,"Septiembre"
2015,9,"Elaboración de productos de tabaco",12,16.72,"Septiembre"
2015,9,"Elaboracion de productos farmaceuticos",21,35.32,"Septiembre"
2015,9,"Elaboración de productos textiles",13,23.72,"Septiembre"
2015,9,"Enseñanza",85,73.76,"Septiembre"
2015,9,"Extracción de carbon y lignito",5,1.01,"Septiembre"
2015,9,"Extracción de minerales metálicos",7,6.86,"Septiembre"
2015,9,"Extracción de petroleo crudo y gas natural",6,18.12,"Septiembre"
2015,9,"Fabricación de aparatos de uso doméstico",27,13.33,"Septiembre"
2015,9,"Fabricación de equipo de transporte",30,9.56,"Septiembre"
2015,9,"Fabricación de equipos automotores",29,9.92,"Septiembre"
2015,9,"Fabricación de equipos electrónicos",26,31.03,"Septiembre"
2015,9,"Fabricación de maquinaria",28,9.7,"Septiembre"
2015,9,"Fabricación de muebles y colchones",31,13.77,"Septiembre"
2015,9,"Fabricación de productos de caucho y plástico",22,12.11,"Septiembre"
2015,9,"Fabricación de productos de hornos de coque",19,21.63,"Septiembre"
2015,9,"Fabricación de productos de vidrio y minerales no metálicos",23,7.35,"Septiembre"
2015,9,"Fabricación de productos metálicos",25,9.39,"Septiembre"
2015,9,"Fabricación de sustancias químicas",20,21.19,"Septiembre"
2015,9,"Imprentas y editoriales",18,21.59,"Septiembre"
2015,9,"Industrias básicas de hierro y acero",24,7.36,"Septiembre"
2015,9,"Industrias manufactureras diversas",32,20.7,"Septiembre"
2015,9,"Ingeniería civil",42,6.59,"Septiembre"
2015,9,"Investigación y desarrollo científico",72,59.29,"Septiembre"
2015,9,"Juegos de azar, apuestas",92,47.78,"Septiembre"
2015,9,"Otras actividades profesionales, científicas y técnicas",74,43.88,"Septiembre"
2015,9,"Otras industrias extractivas",8,8.31,"Septiembre"
2015,9,"Otros servicios personales",96,47.47,"Septiembre"
2015,9,"Pesca y acuicultura",3,10.44,"Septiembre"
2015,9,"Programación y radiodifusión",60,26.82,"Septiembre"
2015,9,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.77,"Septiembre"
2015,9,"Reparación de computadoras y equipos de uso doméstico",95,20.46,"Septiembre"
2015,9,"Reparacion de maquinaria y equipo",33,9.39,"Septiembre"
2015,9,"Servicio de correo y mensajería",53,12.37,"Septiembre"
2015,9,"Servicios a edificios y actividades de jardinería",81,52.39,"Septiembre"
2015,9,"Servicios artísticos y de espectáculos",90,31.72,"Septiembre"
2015,9,"Servicios audiovisuales",59,41.98,"Septiembre"
2015,9,"Servicios auxiliares de la actividad financiera y de seguros",66,53.53,"Septiembre"
2015,9,"Servicios de alojamiento",55,54.32,"Septiembre"
2015,9,"Servicios de arquitectura e ingeniería",71,16.44,"Septiembre"
2015,9,"Servicios de asociaciones",94,49.91,"Septiembre"
2015,9,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.18,"Septiembre"
2015,9,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.12,"Septiembre"
2015,9,"Servicios de expendio de alimentos y bebidas",56,41.95,"Septiembre"
2015,9,"Servicios de obtención y dotación de personal",78,21.75,"Septiembre"
2015,9,"Servicios de programación, consultoría informática y actividades conexas",62,29.93,"Septiembre"
2015,9,"Servicios de publicidad e investigación de mercado",73,47.22,"Septiembre"
2015,9,"Servicios de salud humana",86,71.13,"Septiembre"
2015,9,"Servicios de seguros, reaseguros y pensiones",65,52.33,"Septiembre"
2015,9,"Servicios financieros (excepto seguros y pensiones)",64,48.49,"Septiembre"
2015,9,"Servicios inmobiliarios",68,36.51,"Septiembre"
2015,9,"Servicios jurídicos y de contabilidad",69,67.59,"Septiembre"
2015,9,"Servicios sin alojamiento",88,76.48,"Septiembre"
2015,9,"Servicios sociales con alojamiento",87,87.08,"Septiembre"
2015,9,"Servicios veterinarios",75,53.49,"Septiembre"
2015,9,"Servicios y asesoramiento de dirección y gestión empresarial",70,42.95,"Septiembre"
2015,9,"Silvicultura y explotación forestal",2,4.92,"Septiembre"
2015,9,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.08,"Septiembre"
2015,9,"Telecomunicaciones",61,35.42,"Septiembre"
2015,9,"Transporte aéreo",51,39.51,"Septiembre"
2015,9,"Transporte marítimo y pluvial",50,15.12,"Septiembre"
2015,9,"Transporte terrestre y por tuberías",49,5.46,"Septiembre"
2015,9,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,18.08,"Septiembre"
2015,10,"Actividades administrativas de oficinas y empresas",82,48.82,"Octubre"
2015,10,"Actividades de apoyo a la minería",9,6.37,"Octubre"
2015,10,"Actividades de construcción especializada",43,6.34,"Octubre"
2015,10,"Actividades de investigación y seguridad",80,10.52,"Octubre"
2015,10,"Actividades de organismos extraterritoriales",99,55.16,"Octubre"
2015,10,"Actividades de procesamiento de información",63,37.8,"Octubre"
2015,10,"Actividades deportivas, recreativas y de entretenimiento",93,31.9,"Octubre"
2015,10,"Administración pública, defensa y seguridad social",84,50.6,"Octubre"
2015,10,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.64,"Octubre"
2015,10,"Agricultura, ganadería, caza y servicios relacionados",1,12.69,"Octubre"
2015,10,"Almacenamiento y logística",52,16.19,"Octubre"
2015,10,"Alquiler y leasing",77,17.42,"Octubre"
2015,10,"Captación, depuración y distribución de agua",36,18.69,"Octubre"
2015,10,"Comercio al por mayor excepto autos y motos",46,24.81,"Octubre"
2015,10,"Comercio al por menor excepto autos y motos",47,44.37,"Octubre"
2015,10,"Construcción de edificios y partes",41,4.34,"Octubre"
2015,10,"Descontaminación y otros servicios",39,10.35,"Octubre"
2015,10,"Edición",58,38.32,"Octubre"
2015,10,"Elaboración de bebidas",11,16.37,"Octubre"
2015,10,"Elaboración de prendas de vestir",14,55.42,"Octubre"
2015,10,"Elaboración de productos alimenticios",10,20.27,"Octubre"
2015,10,"Elaboración de productos de cuero",15,24.47,"Octubre"
2015,10,"Elaboración de productos de madera",16,8.27,"Octubre"
2015,10,"Elaboración de productos de papel",17,13.21,"Octubre"
2015,10,"Elaboración de productos de tabaco",12,16.78,"Octubre"
2015,10,"Elaboracion de productos farmaceuticos",21,35.25,"Octubre"
2015,10,"Elaboración de productos textiles",13,23.74,"Octubre"
2015,10,"Enseñanza",85,73.73,"Octubre"
2015,10,"Extracción de carbon y lignito",5,1.01,"Octubre"
2015,10,"Extracción de minerales metálicos",7,6.84,"Octubre"
2015,10,"Extracción de petroleo crudo y gas natural",6,17.95,"Octubre"
2015,10,"Fabricación de aparatos de uso doméstico",27,13.34,"Octubre"
2015,10,"Fabricación de equipo de transporte",30,9.5,"Octubre"
2015,10,"Fabricación de equipos automotores",29,10.01,"Octubre"
2015,10,"Fabricación de equipos electrónicos",26,31.77,"Octubre"
2015,10,"Fabricación de maquinaria",28,9.73,"Octubre"
2015,10,"Fabricación de muebles y colchones",31,13.81,"Octubre"
2015,10,"Fabricación de productos de caucho y plástico",22,12.1,"Octubre"
2015,10,"Fabricación de productos de hornos de coque",19,21.55,"Octubre"
2015,10,"Fabricación de productos de vidrio y minerales no metálicos",23,7.39,"Octubre"
2015,10,"Fabricación de productos metálicos",25,9.4,"Octubre"
2015,10,"Fabricación de sustancias químicas",20,21.5,"Octubre"
2015,10,"Imprentas y editoriales",18,21.62,"Octubre"
2015,10,"Industrias básicas de hierro y acero",24,7.38,"Octubre"
2015,10,"Industrias manufactureras diversas",32,21.15,"Octubre"
2015,10,"Ingeniería civil",42,6.64,"Octubre"
2015,10,"Investigación y desarrollo científico",72,59.06,"Octubre"
2015,10,"Juegos de azar, apuestas",92,47.86,"Octubre"
2015,10,"Otras actividades profesionales, científicas y técnicas",74,43.67,"Octubre"
2015,10,"Otras industrias extractivas",8,8.35,"Octubre"
2015,10,"Otros servicios personales",96,47.29,"Octubre"
2015,10,"Pesca y acuicultura",3,10.63,"Octubre"
2015,10,"Programación y radiodifusión",60,26.71,"Octubre"
2015,10,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.59,"Octubre"
2015,10,"Reparación de computadoras y equipos de uso doméstico",95,20.23,"Octubre"
2015,10,"Reparacion de maquinaria y equipo",33,9.27,"Octubre"
2015,10,"Servicio de correo y mensajería",53,12.56,"Octubre"
2015,10,"Servicios a edificios y actividades de jardinería",81,52.79,"Octubre"
2015,10,"Servicios artísticos y de espectáculos",90,31.22,"Octubre"
2015,10,"Servicios audiovisuales",59,42.02,"Octubre"
2015,10,"Servicios auxiliares de la actividad financiera y de seguros",66,53.47,"Octubre"
2015,10,"Servicios de alojamiento",55,54.41,"Octubre"
2015,10,"Servicios de arquitectura e ingeniería",71,16.45,"Octubre"
2015,10,"Servicios de asociaciones",94,49.89,"Octubre"
2015,10,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.06,"Octubre"
2015,10,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.08,"Octubre"
2015,10,"Servicios de expendio de alimentos y bebidas",56,42.01,"Octubre"
2015,10,"Servicios de obtención y dotación de personal",78,26.54,"Octubre"
2015,10,"Servicios de programación, consultoría informática y actividades conexas",62,29.94,"Octubre"
2015,10,"Servicios de publicidad e investigación de mercado",73,47.37,"Octubre"
2015,10,"Servicios de salud humana",86,71.12,"Octubre"
2015,10,"Servicios de seguros, reaseguros y pensiones",65,52.4,"Octubre"
2015,10,"Servicios financieros (excepto seguros y pensiones)",64,48.5,"Octubre"
2015,10,"Servicios inmobiliarios",68,36.57,"Octubre"
2015,10,"Servicios jurídicos y de contabilidad",69,67.67,"Octubre"
2015,10,"Servicios sin alojamiento",88,76.47,"Octubre"
2015,10,"Servicios sociales con alojamiento",87,87.1,"Octubre"
2015,10,"Servicios veterinarios",75,53.8,"Octubre"
2015,10,"Servicios y asesoramiento de dirección y gestión empresarial",70,43,"Octubre"
2015,10,"Silvicultura y explotación forestal",2,5.01,"Octubre"
2015,10,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.11,"Octubre"
2015,10,"Telecomunicaciones",61,35.42,"Octubre"
2015,10,"Transporte aéreo",51,39.57,"Octubre"
2015,10,"Transporte marítimo y pluvial",50,15.24,"Octubre"
2015,10,"Transporte terrestre y por tuberías",49,5.47,"Octubre"
2015,10,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,18.14,"Octubre"
2015,11,"Actividades administrativas de oficinas y empresas",82,49,"Noviembre"
2015,11,"Actividades de apoyo a la minería",9,6.4,"Noviembre"
2015,11,"Actividades de construcción especializada",43,6.42,"Noviembre"
2015,11,"Actividades de investigación y seguridad",80,10.5,"Noviembre"
2015,11,"Actividades de organismos extraterritoriales",99,54.98,"Noviembre"
2015,11,"Actividades de procesamiento de información",63,37.84,"Noviembre"
2015,11,"Actividades deportivas, recreativas y de entretenimiento",93,31.82,"Noviembre"
2015,11,"Administración pública, defensa y seguridad social",84,50.6,"Noviembre"
2015,11,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.9,"Noviembre"
2015,11,"Agricultura, ganadería, caza y servicios relacionados",1,13.04,"Noviembre"
2015,11,"Almacenamiento y logística",52,16.31,"Noviembre"
2015,11,"Alquiler y leasing",77,17.84,"Noviembre"
2015,11,"Captación, depuración y distribución de agua",36,18.74,"Noviembre"
2015,11,"Comercio al por mayor excepto autos y motos",46,24.78,"Noviembre"
2015,11,"Comercio al por menor excepto autos y motos",47,44.33,"Noviembre"
2015,11,"Construcción de edificios y partes",41,4.45,"Noviembre"
2015,11,"Descontaminación y otros servicios",39,9.96,"Noviembre"
2015,11,"Edición",58,38.52,"Noviembre"
2015,11,"Elaboración de bebidas",11,16.53,"Noviembre"
2015,11,"Elaboración de prendas de vestir",14,55.34,"Noviembre"
2015,11,"Elaboración de productos alimenticios",10,20.31,"Noviembre"
2015,11,"Elaboración de productos de cuero",15,24.44,"Noviembre"
2015,11,"Elaboración de productos de madera",16,8.35,"Noviembre"
2015,11,"Elaboración de productos de papel",17,13.2,"Noviembre"
2015,11,"Elaboración de productos de tabaco",12,16.74,"Noviembre"
2015,11,"Elaboracion de productos farmaceuticos",21,35.28,"Noviembre"
2015,11,"Elaboración de productos textiles",13,23.84,"Noviembre"
2015,11,"Enseñanza",85,73.72,"Noviembre"
2015,11,"Extracción de carbon y lignito",5,1.01,"Noviembre"
2015,11,"Extracción de minerales metálicos",7,6.85,"Noviembre"
2015,11,"Extracción de petroleo crudo y gas natural",6,18,"Noviembre"
2015,11,"Fabricación de aparatos de uso doméstico",27,13.34,"Noviembre"
2015,11,"Fabricación de equipo de transporte",30,9.41,"Noviembre"
2015,11,"Fabricación de equipos automotores",29,10.1,"Noviembre"
2015,11,"Fabricación de equipos electrónicos",26,31.99,"Noviembre"
2015,11,"Fabricación de maquinaria",28,9.8,"Noviembre"
2015,11,"Fabricación de muebles y colchones",31,13.89,"Noviembre"
2015,11,"Fabricación de productos de caucho y plástico",22,12.12,"Noviembre"
2015,11,"Fabricación de productos de hornos de coque",19,21.63,"Noviembre"
2015,11,"Fabricación de productos de vidrio y minerales no metálicos",23,7.44,"Noviembre"
2015,11,"Fabricación de productos metálicos",25,9.43,"Noviembre"
2015,11,"Fabricación de sustancias químicas",20,21.53,"Noviembre"
2015,11,"Imprentas y editoriales",18,21.72,"Noviembre"
2015,11,"Industrias básicas de hierro y acero",24,7.4,"Noviembre"
2015,11,"Industrias manufactureras diversas",32,21.57,"Noviembre"
2015,11,"Ingeniería civil",42,6.78,"Noviembre"
2015,11,"Investigación y desarrollo científico",72,58.89,"Noviembre"
2015,11,"Juegos de azar, apuestas",92,47.81,"Noviembre"
2015,11,"Otras actividades profesionales, científicas y técnicas",74,43.76,"Noviembre"
2015,11,"Otras industrias extractivas",8,8.27,"Noviembre"
2015,11,"Otros servicios personales",96,47.2,"Noviembre"
2015,11,"Pesca y acuicultura",3,10.37,"Noviembre"
2015,11,"Programación y radiodifusión",60,26.67,"Noviembre"
2015,11,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.62,"Noviembre"
2015,11,"Reparación de computadoras y equipos de uso doméstico",95,20.08,"Noviembre"
2015,11,"Reparacion de maquinaria y equipo",33,9.4,"Noviembre"
2015,11,"Servicio de correo y mensajería",53,12.65,"Noviembre"
2015,11,"Servicios a edificios y actividades de jardinería",81,52.84,"Noviembre"
2015,11,"Servicios artísticos y de espectáculos",90,29.63,"Noviembre"
2015,11,"Servicios audiovisuales",59,41.6,"Noviembre"
2015,11,"Servicios auxiliares de la actividad financiera y de seguros",66,53.51,"Noviembre"
2015,11,"Servicios de alojamiento",55,54.4,"Noviembre"
2015,11,"Servicios de arquitectura e ingeniería",71,16.57,"Noviembre"
2015,11,"Servicios de asociaciones",94,49.87,"Noviembre"
2015,11,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.31,"Noviembre"
2015,11,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.24,"Noviembre"
2015,11,"Servicios de expendio de alimentos y bebidas",56,42.14,"Noviembre"
2015,11,"Servicios de obtención y dotación de personal",78,27.61,"Noviembre"
2015,11,"Servicios de programación, consultoría informática y actividades conexas",62,29.89,"Noviembre"
2015,11,"Servicios de publicidad e investigación de mercado",73,46.87,"Noviembre"
2015,11,"Servicios de salud humana",86,71.13,"Noviembre"
2015,11,"Servicios de seguros, reaseguros y pensiones",65,52.47,"Noviembre"
2015,11,"Servicios financieros (excepto seguros y pensiones)",64,48.46,"Noviembre"
2015,11,"Servicios inmobiliarios",68,36.79,"Noviembre"
2015,11,"Servicios jurídicos y de contabilidad",69,67.69,"Noviembre"
2015,11,"Servicios sin alojamiento",88,76.49,"Noviembre"
2015,11,"Servicios sociales con alojamiento",87,87.09,"Noviembre"
2015,11,"Servicios veterinarios",75,54.32,"Noviembre"
2015,11,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.31,"Noviembre"
2015,11,"Silvicultura y explotación forestal",2,4.98,"Noviembre"
2015,11,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.14,"Noviembre"
2015,11,"Telecomunicaciones",61,35.3,"Noviembre"
2015,11,"Transporte aéreo",51,39.73,"Noviembre"
2015,11,"Transporte marítimo y pluvial",50,15.61,"Noviembre"
2015,11,"Transporte terrestre y por tuberías",49,5.48,"Noviembre"
2015,11,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,18.25,"Noviembre"
2015,12,"Actividades administrativas de oficinas y empresas",82,48.81,"Diciembre"
2015,12,"Actividades de apoyo a la minería",9,6.4,"Diciembre"
2015,12,"Actividades de construcción especializada",43,6.65,"Diciembre"
2015,12,"Actividades de investigación y seguridad",80,10.39,"Diciembre"
2015,12,"Actividades de organismos extraterritoriales",99,55.01,"Diciembre"
2015,12,"Actividades de procesamiento de información",63,37.62,"Diciembre"
2015,12,"Actividades deportivas, recreativas y de entretenimiento",93,32.85,"Diciembre"
2015,12,"Administración pública, defensa y seguridad social",84,50.98,"Diciembre"
2015,12,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.34,"Diciembre"
2015,12,"Agricultura, ganadería, caza y servicios relacionados",1,13.16,"Diciembre"
2015,12,"Almacenamiento y logística",52,16.3,"Diciembre"
2015,12,"Alquiler y leasing",77,18.52,"Diciembre"
2015,12,"Captación, depuración y distribución de agua",36,18.73,"Diciembre"
2015,12,"Comercio al por mayor excepto autos y motos",46,24.8,"Diciembre"
2015,12,"Comercio al por menor excepto autos y motos",47,44.67,"Diciembre"
2015,12,"Construcción de edificios y partes",41,4.77,"Diciembre"
2015,12,"Descontaminación y otros servicios",39,9.79,"Diciembre"
2015,12,"Edición",58,38.23,"Diciembre"
2015,12,"Elaboración de bebidas",11,16.57,"Diciembre"
2015,12,"Elaboración de prendas de vestir",14,55.87,"Diciembre"
2015,12,"Elaboración de productos alimenticios",10,20.31,"Diciembre"
2015,12,"Elaboración de productos de cuero",15,24.58,"Diciembre"
2015,12,"Elaboración de productos de madera",16,8.22,"Diciembre"
2015,12,"Elaboración de productos de papel",17,13.24,"Diciembre"
2015,12,"Elaboración de productos de tabaco",12,16.69,"Diciembre"
2015,12,"Elaboracion de productos farmaceuticos",21,35.23,"Diciembre"
2015,12,"Elaboración de productos textiles",13,23.96,"Diciembre"
2015,12,"Enseñanza",85,73.6,"Diciembre"
2015,12,"Extracción de carbon y lignito",5,1.01,"Diciembre"
2015,12,"Extracción de minerales metálicos",7,6.77,"Diciembre"
2015,12,"Extracción de petroleo crudo y gas natural",6,18.06,"Diciembre"
2015,12,"Fabricación de aparatos de uso doméstico",27,13.36,"Diciembre"
2015,12,"Fabricación de equipo de transporte",30,9.49,"Diciembre"
2015,12,"Fabricación de equipos automotores",29,10.11,"Diciembre"
2015,12,"Fabricación de equipos electrónicos",26,31.96,"Diciembre"
2015,12,"Fabricación de maquinaria",28,9.84,"Diciembre"
2015,12,"Fabricación de muebles y colchones",31,14,"Diciembre"
2015,12,"Fabricación de productos de caucho y plástico",22,12.13,"Diciembre"
2015,12,"Fabricación de productos de hornos de coque",19,21.66,"Diciembre"
2015,12,"Fabricación de productos de vidrio y minerales no metálicos",23,7.48,"Diciembre"
2015,12,"Fabricación de productos metálicos",25,9.47,"Diciembre"
